id,account,active,booked,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,active_to_booked,days
hdi3j0dyt4,2013-08-14,2013-08-14,2013-08-19,MALE,32.0,facebook,0,en,remarketing,google,omg,Web,Desktop (Other),Firefox,FR,5 days 00:00:00.000000000,5.0
f24o0nom9y,2013-08-14,2013-08-14,2014-06-07,FEMALE,49.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,297 days 00:00:00.000000000,297.0
pfsx4omftp,2013-08-14,2013-08-14,2013-08-14,MALE,49.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
09e3cnt6ss,2013-08-14,2013-08-14,2013-08-17,MALE,39.0,basic,0,en,direct,direct,omg,Web,iPad,Mobile Safari,US,3 days 00:00:00.000000000,3.0
eu9jcyep8w,2013-08-14,2013-08-14,2013-08-28,FEMALE,40.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,14 days 00:00:00.000000000,14.0
56c7jscx0b,2013-08-14,2013-08-14,2013-08-23,MALE,39.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,FR,9 days 00:00:00.000000000,9.0
jwbu0dy62a,2013-08-14,2013-08-14,2014-01-18,FEMALE,25.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,US,157 days 00:00:00.000000000,157.0
rnjvvqhmr9,2013-08-14,2013-08-14,2013-08-14,FEMALE,31.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,PT,0 days 00:00:00.000000000,0.0
9qzmdwc4rz,2013-08-14,2013-08-14,2013-08-23,FEMALE,72.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,PT,9 days 00:00:00.000000000,9.0
yxz8jvy3gf,2013-08-14,2013-08-14,2013-08-27,MALE,71.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,Firefox,other,13 days 00:00:00.000000000,13.0
au6blaxcm9,2013-08-14,2013-08-14,2013-08-16,FEMALE,23.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,2 days 00:00:00.000000000,2.0
yto88x8cok,2013-08-14,2013-08-14,2013-08-15,FEMALE,49.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,1 days 00:00:00.000000000,1.0
b68f6z7h3f,2013-08-14,2013-08-14,2013-08-14,MALE,33.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
7zescsz6eg,2013-08-14,2013-08-14,2014-06-19,FEMALE,38.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,309 days 00:00:00.000000000,309.0
3k7o8n36qz,2013-08-14,2013-08-14,2013-08-22,FEMALE,39.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US,8 days 00:00:00.000000000,8.0
cryzgq1hm1,2013-08-14,2013-08-14,2013-08-17,FEMALE,30.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR,3 days 00:00:00.000000000,3.0
aun0nw9zk0,2013-08-14,2013-08-14,2013-08-15,FEMALE,43.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
dcg3qmfh7l,2013-08-14,2013-08-14,2013-08-15,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other,1 days 00:00:00.000000000,1.0
789l8m48pl,2013-08-14,2013-08-14,2013-08-16,FEMALE,24.0,facebook,0,en,other,other,tracked-other,Web,Mac Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
g1fw0ygi6a,2013-08-14,2013-08-14,2013-08-19,FEMALE,45.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,5 days 00:00:00.000000000,5.0
2h0l6p9lcz,2013-08-14,2013-08-14,2013-08-16,FEMALE,25.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,2 days 00:00:00.000000000,2.0
q93otcowcf,2013-08-14,2013-08-14,2013-08-15,FEMALE,32.0,facebook,0,en,other,other,linked,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
rxjkiyyjwt,2013-08-14,2013-08-14,2013-08-14,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
y7piqitu00,2013-08-14,2013-08-14,2013-09-19,MALE,42.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,36 days 00:00:00.000000000,36.0
l1anj29y0p,2013-08-14,2013-08-14,2013-09-10,FEMALE,32.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,27 days 00:00:00.000000000,27.0
eb936xa5gt,2013-08-14,2013-08-14,2013-08-18,MALE,36.0,facebook,0,en,seo,facebook,linked,Web,Windows Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
t4fsqec7ws,2013-08-15,2013-08-15,2013-12-03,MALE,23.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US,110 days 00:00:00.000000000,110.0
bmjx6a7ad5,2013-08-15,2013-08-15,2014-01-09,FEMALE,34.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,147 days 00:00:00.000000000,147.0
t5axmwwga3,2013-08-15,2013-08-15,2013-08-18,MALE,28.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NL,3 days 00:00:00.000000000,3.0
sbkb1iviyr,2013-08-15,2013-08-15,2013-08-15,MALE,22.0,facebook,0,en,seo,facebook,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
a8wye01xok,2013-08-15,2013-08-15,2013-08-16,MALE,73.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,DE,1 days 00:00:00.000000000,1.0
4ca7zxjdxe,2013-08-15,2013-08-15,2013-08-21,MALE,50.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,6 days 00:00:00.000000000,6.0
wln0lbcl0m,2013-08-15,2013-08-15,2013-08-18,MALE,49.0,basic,0,en,seo,yahoo,linked,Web,Windows Desktop,Firefox,US,3 days 00:00:00.000000000,3.0
djyybavov0,2013-08-15,2013-08-15,2013-08-15,MALE,56.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
wgrw6wjvo7,2013-08-15,2013-08-15,2013-08-15,FEMALE,29.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
njube4tqrr,2013-08-15,2013-08-15,2013-08-15,FEMALE,25.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,other,0 days 00:00:00.000000000,0.0
vw5s43skru,2013-08-15,2013-08-15,2013-08-22,MALE,29.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Firefox,US,7 days 00:00:00.000000000,7.0
lzjhnz8q2k,2013-08-15,2013-08-15,2013-09-23,MALE,31.0,basic,0,en,seo,yahoo,linked,Web,Windows Desktop,IE,DE,39 days 00:00:00.000000000,39.0
6ihg1md9xf,2013-08-15,2013-08-15,2013-08-16,MALE,35.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
unvqvzk2sf,2013-08-15,2013-08-15,2013-08-18,FEMALE,55.0,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US,3 days 00:00:00.000000000,3.0
kiny1ayoa1,2013-08-15,2013-08-15,2013-08-19,FEMALE,37.0,facebook,0,en,other,facebook,linked,Web,Mac Desktop,Firefox,FR,4 days 00:00:00.000000000,4.0
rtdyd4v5y1,2013-08-15,2013-08-15,2013-08-21,FEMALE,26.0,basic,0,en,direct,direct,omg,Web,iPad,Mobile Safari,other,6 days 00:00:00.000000000,6.0
e92bddvpie,2013-08-15,2013-08-15,2013-08-30,MALE,29.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,15 days 00:00:00.000000000,15.0
inq70vc6so,2013-08-15,2013-08-15,2013-08-22,MALE,29.0,basic,0,en,seo,google,omg,Web,Windows Desktop,Chrome,US,7 days 00:00:00.000000000,7.0
puqhx4xlha,2013-08-15,2013-08-15,2014-04-16,MALE,62.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,IE,IT,244 days 00:00:00.000000000,244.0
0ejyypgzi2,2013-08-15,2013-08-15,2013-08-17,MALE,30.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,2 days 00:00:00.000000000,2.0
bdgv4y9idl,2013-08-15,2013-08-15,2013-08-16,MALE,36.0,basic,0,en,other,other,tracked-other,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
1wcoekaz4e,2013-08-15,2013-08-15,2013-08-22,MALE,30.0,basic,0,en,direct,direct,product,Web,Windows Desktop,Firefox,other,7 days 00:00:00.000000000,7.0
5s70t8cmcw,2013-08-15,2013-08-15,2013-10-13,FEMALE,30.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,59 days 00:00:00.000000000,59.0
1dibqz2ohw,2013-08-15,2013-08-15,2013-09-27,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR,43 days 00:00:00.000000000,43.0
vtabpmemeq,2013-08-16,2013-08-16,2013-08-20,FEMALE,55.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
aj9b050hwd,2013-08-16,2013-08-16,2013-08-16,MALE,32.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
4ufoddjwvk,2013-08-16,2013-08-16,2013-08-16,MALE,33.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,FR,0 days 00:00:00.000000000,0.0
3qp6ahffqq,2013-08-16,2013-08-16,2013-08-16,FEMALE,28.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
zurtgbup9o,2013-08-16,2013-08-16,2013-08-20,MALE,27.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Safari,other,4 days 00:00:00.000000000,4.0
o6vbt5dgxm,2013-08-16,2013-08-16,2013-08-16,MALE,46.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
tnvwu960qd,2013-08-16,2013-08-16,2014-02-08,MALE,24.0,facebook,0,en,other,padmapper,tracked-other,Web,Windows Desktop,Chrome,US,176 days 00:00:00.000000000,176.0
vpri1hy1o6,2013-08-16,2013-08-16,2013-08-16,MALE,25.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
r9e78xpkde,2013-08-16,2013-08-16,2013-08-22,FEMALE,32.0,basic,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,US,6 days 00:00:00.000000000,6.0
uotti2yyof,2013-08-16,2013-08-16,2013-08-16,MALE,31.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,other,0 days 00:00:00.000000000,0.0
kzco9976us,2013-08-16,2013-08-16,2013-08-21,MALE,24.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other,5 days 00:00:00.000000000,5.0
r6044bonvd,2013-08-16,2013-08-16,2013-08-17,FEMALE,31.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,FR,1 days 00:00:00.000000000,1.0
enkolh47fw,2013-08-16,2013-08-16,2014-01-24,MALE,53.0,facebook,0,en,content,gsp,omg,Web,Windows Desktop,Firefox,other,161 days 00:00:00.000000000,161.0
soifd3l7f5,2013-08-16,2013-08-16,2013-09-28,MALE,47.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,43 days 00:00:00.000000000,43.0
fqi0qeehmy,2013-08-16,2013-08-16,2013-08-17,FEMALE,37.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,1 days 00:00:00.000000000,1.0
tm9j4r3all,2013-08-16,2013-08-16,2013-08-26,MALE,50.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,FR,10 days 00:00:00.000000000,10.0
m3c6lwqfi6,2013-08-16,2013-08-16,2013-11-15,FEMALE,34.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,91 days 00:00:00.000000000,91.0
inwsocixir,2013-08-16,2013-08-16,2014-01-21,FEMALE,30.0,basic,0,en,sem-non-brand,vast,linked,Web,Windows Desktop,Chrome,US,158 days 00:00:00.000000000,158.0
y9v701bwfn,2013-08-16,2013-08-16,2014-05-29,FEMALE,27.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,286 days 00:00:00.000000000,286.0
56zmonwa8e,2013-08-16,2013-08-16,2013-08-18,FEMALE,35.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,IT,2 days 00:00:00.000000000,2.0
5kggre2k2r,2013-08-16,2013-08-16,2013-08-21,MALE,25.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,5 days 00:00:00.000000000,5.0
2baddmo4fg,2013-08-17,2013-08-17,2013-08-21,MALE,37.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,IT,4 days 00:00:00.000000000,4.0
gq1xg9uq62,2013-08-17,2013-08-17,2013-09-10,FEMALE,25.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,US,24 days 00:00:00.000000000,24.0
dc2epl5djv,2013-08-17,2013-08-17,2013-08-21,FEMALE,25.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
zmcd72l5xs,2013-08-17,2013-08-17,2014-05-20,MALE,28.0,basic,0,en,other,other,linked,Web,Windows Desktop,Firefox,FR,276 days 00:00:00.000000000,276.0
i9var39t2y,2013-08-17,2013-08-17,2013-09-21,FEMALE,45.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,IT,35 days 00:00:00.000000000,35.0
9fugsy7y7v,2013-08-17,2013-08-17,2014-05-14,FEMALE,31.0,basic,0,zh,seo,yahoo,linked,Web,iPad,Mobile Safari,other,270 days 00:00:00.000000000,270.0
jwdr8supce,2013-08-17,2013-08-17,2013-08-18,MALE,46.0,facebook,0,fr,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
21yh7478cv,2013-08-17,2013-08-17,2013-12-30,FEMALE,25.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,135 days 00:00:00.000000000,135.0
6m3v4urqrh,2013-08-17,2013-08-17,2013-08-17,FEMALE,63.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,0 days 00:00:00.000000000,0.0
tc7w3cw982,2013-08-17,2013-08-17,2013-08-17,FEMALE,41.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
n7v436oui5,2013-08-17,2013-08-17,2013-12-30,MALE,37.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,135 days 00:00:00.000000000,135.0
ia73vhj5tz,2013-08-17,2013-08-17,2013-08-18,MALE,61.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
ye169flucu,2013-08-17,2013-08-17,2013-08-19,MALE,31.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
ml4bqbxfjw,2013-08-17,2013-08-17,2013-08-31,FEMALE,61.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,GB,14 days 00:00:00.000000000,14.0
mhxo9p9mea,2013-08-17,2013-08-17,2013-09-21,FEMALE,60.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,AU,35 days 00:00:00.000000000,35.0
7rwdzqavh4,2013-08-17,2013-08-17,2013-08-18,MALE,54.0,basic,0,en,direct,direct,product,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
5p8q15o1el,2013-08-18,2013-08-18,2013-08-18,FEMALE,31.0,basic,0,de,direct,direct,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
d3d0ss71qc,2013-08-18,2013-08-18,2013-08-18,FEMALE,39.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
ittltui9wn,2013-08-18,2013-08-18,2013-08-19,FEMALE,32.0,basic,24,en,direct,direct,linked,Moweb,iPad,Mobile Safari,US,1 days 00:00:00.000000000,1.0
56he483rqi,2013-08-18,2013-08-18,2013-08-19,FEMALE,46.0,facebook,0,en,seo,other,linked,Web,Mac Desktop,Firefox,US,1 days 00:00:00.000000000,1.0
c2079mi6n4,2013-08-18,2013-08-18,2013-08-18,FEMALE,26.0,basic,25,en,direct,direct,omg,iOS,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
0iusnavwob,2013-08-18,2013-08-18,2013-08-18,FEMALE,27.0,basic,0,it,sem-non-brand,vast,linked,Web,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
sc3iv5s2jk,2013-08-18,2013-08-18,2013-08-19,FEMALE,58.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,other,1 days 00:00:00.000000000,1.0
nhwt5n0b7o,2013-08-18,2013-08-18,2013-08-20,FEMALE,64.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,DE,2 days 00:00:00.000000000,2.0
ozoml8sgvx,2013-08-18,2013-08-18,2014-03-21,FEMALE,38.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,215 days 00:00:00.000000000,215.0
yia63p7xga,2013-08-18,2013-08-18,2013-09-08,FEMALE,63.0,basic,0,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,US,21 days 00:00:00.000000000,21.0
3kxzidilma,2013-08-18,2013-08-18,2013-08-18,MALE,28.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
xj8azprzh4,2013-08-18,2013-08-18,2013-08-19,FEMALE,26.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
2td6cs0kf2,2013-08-18,2013-08-18,2013-09-09,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,ES,22 days 00:00:00.000000000,22.0
opkbin3see,2013-08-18,2013-08-18,2013-08-19,MALE,29.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,FR,1 days 00:00:00.000000000,1.0
jx601lurrw,2013-12-28,2013-08-18,2013-12-28,FEMALE,24.0,facebook,0,en,seo,facebook,product,Web,Mac Desktop,Safari,US,132 days 00:00:00.000000000,132.0
520yc6on9h,2013-08-18,2013-08-18,2013-09-13,MALE,74.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,other,26 days 00:00:00.000000000,26.0
u4b25so8e9,2013-08-18,2013-08-18,2013-08-18,FEMALE,27.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,other,0 days 00:00:00.000000000,0.0
m6jgo757zw,2013-08-18,2013-08-18,2014-03-02,MALE,46.0,basic,0,en,sem-non-brand,google,omg,Web,iPhone,Mobile Safari,FR,196 days 00:00:00.000000000,196.0
z4tcnim6jb,2013-08-18,2013-08-18,2013-10-18,FEMALE,35.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,61 days 00:00:00.000000000,61.0
5wxlt8kx8g,2013-08-18,2013-08-18,2013-08-19,MALE,58.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,GB,1 days 00:00:00.000000000,1.0
5lu454taxl,2013-08-18,2013-08-18,2013-08-29,FEMALE,43.0,facebook,0,en,direct,direct,linked,Web,iPad,Mobile Safari,other,11 days 00:00:00.000000000,11.0
tpv8uvu73i,2013-08-18,2013-08-18,2013-09-16,FEMALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,29 days 00:00:00.000000000,29.0
8eia5wdetn,2013-08-19,2013-08-19,2014-05-04,FEMALE,38.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US,258 days 00:00:00.000000000,258.0
o5ifm89f1i,2013-08-19,2013-08-19,2013-08-23,MALE,41.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,4 days 00:00:00.000000000,4.0
iwq4m1x8gg,2013-08-19,2013-08-19,2013-11-22,FEMALE,26.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US,95 days 00:00:00.000000000,95.0
l79no70qua,2013-08-19,2013-08-19,2013-08-20,FEMALE,64.0,basic,0,en,direct,direct,tracked-other,Web,iPad,Mobile Safari,US,1 days 00:00:00.000000000,1.0
fx7qf5juq6,2013-08-19,2013-08-19,2014-06-28,MALE,29.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,313 days 00:00:00.000000000,313.0
770hkc87th,2013-08-19,2013-08-19,2014-03-14,MALE,31.0,facebook,0,en,seo,facebook,linked,Web,Mac Desktop,Safari,US,207 days 00:00:00.000000000,207.0
6urlgsvrrj,2013-08-19,2013-08-19,2013-09-12,FEMALE,30.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,IE,GB,24 days 00:00:00.000000000,24.0
xhmt8gw3i6,2013-08-19,2013-08-19,2013-08-20,FEMALE,27.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
lbsx2k7sj6,2013-08-19,2013-08-19,2013-08-20,MALE,36.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
pnu2x8eqoj,2013-08-19,2013-08-19,2013-08-21,FEMALE,32.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,2 days 00:00:00.000000000,2.0
secpocl3v3,2013-08-19,2013-08-19,2013-10-17,MALE,27.0,facebook,0,de,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,59 days 00:00:00.000000000,59.0
zt1xx95je8,2013-08-19,2013-08-19,2013-08-20,MALE,31.0,basic,0,zh,sem-non-brand,google,linked,Web,Windows Desktop,Firefox,US,1 days 00:00:00.000000000,1.0
4cb1ka7m7k,2013-08-19,2013-08-19,2013-08-21,MALE,40.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,IT,2 days 00:00:00.000000000,2.0
lya45r74ke,2013-08-19,2013-08-19,2013-08-20,MALE,44.0,facebook,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US,1 days 00:00:00.000000000,1.0
b7ibvautf9,2013-08-19,2013-08-19,2014-03-01,FEMALE,49.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US,194 days 00:00:00.000000000,194.0
k417zvxgic,2013-08-19,2013-08-19,2013-08-20,MALE,31.0,facebook,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
krq0hbiqz5,2013-08-20,2013-08-20,2013-08-21,FEMALE,55.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
td3pnu3adr,2013-08-20,2013-08-20,2014-06-17,FEMALE,31.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,301 days 00:00:00.000000000,301.0
lje762klkr,2013-08-20,2013-08-20,2013-08-20,MALE,39.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
oaorumqoj9,2013-08-20,2013-08-20,2013-08-20,MALE,49.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
mdqqtivs0z,2013-08-20,2013-08-20,2013-08-20,FEMALE,68.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
k3o6obea1d,2013-08-20,2013-08-20,2014-01-16,FEMALE,22.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,149 days 00:00:00.000000000,149.0
u00c0qlf1o,2013-08-20,2013-08-20,2013-08-20,FEMALE,22.0,facebook,0,de,direct,direct,linked,Web,Windows Desktop,IE,US,0 days 00:00:00.000000000,0.0
cmc33usxo2,2013-08-20,2013-08-20,2014-05-28,FEMALE,60.0,facebook,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,other,281 days 00:00:00.000000000,281.0
outhzwrhxg,2013-08-20,2013-08-20,2013-08-20,MALE,45.0,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,US,0 days 00:00:00.000000000,0.0
rlb0cgv2xg,2013-08-20,2013-08-20,2013-08-29,FEMALE,71.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,FR,9 days 00:00:00.000000000,9.0
kvj19flmce,2013-08-20,2013-08-20,2013-08-20,FEMALE,25.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,IT,0 days 00:00:00.000000000,0.0
z5bftml9d7,2013-08-20,2013-08-20,2013-08-20,FEMALE,58.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US,0 days 00:00:00.000000000,0.0
f5oi3ksrke,2013-08-20,2013-08-20,2014-01-17,FEMALE,23.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,150 days 00:00:00.000000000,150.0
lel6aciaem,2013-08-20,2013-08-20,2013-08-21,MALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,other,1 days 00:00:00.000000000,1.0
fjqw5ai02s,2013-08-20,2013-08-20,2013-08-23,MALE,29.0,basic,0,en,seo,facebook,linked,Web,Windows Desktop,Chrome,US,3 days 00:00:00.000000000,3.0
6xl262bbdm,2013-08-20,2013-08-20,2013-08-20,FEMALE,38.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
a1yhewzn47,2013-08-20,2013-08-20,2013-08-21,MALE,50.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
9kl20o2r81,2013-08-20,2013-08-20,2013-08-20,FEMALE,98.0,basic,0,en,seo,other,linked,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
lhhgsyrss1,2013-08-20,2013-08-20,2013-08-20,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
w9h6aav94y,2013-08-20,2013-08-20,2013-09-18,FEMALE,54.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US,29 days 00:00:00.000000000,29.0
8grfk2c4u0,2013-08-20,2013-08-20,2013-08-20,MALE,39.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
f28anz713d,2013-08-20,2013-08-20,2013-08-20,FEMALE,44.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
8nwrse4rgu,2013-08-21,2013-08-21,2013-12-31,MALE,51.0,facebook,0,en,other,facebook,tracked-other,Web,Mac Desktop,Safari,ES,132 days 00:00:00.000000000,132.0
qxc9wb6b0o,2013-08-21,2013-08-21,2013-08-21,FEMALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
98ibvy62xr,2013-08-21,2013-08-21,2013-09-09,MALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,19 days 00:00:00.000000000,19.0
