id,account,active,booked,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
w4oynredez,2013-12-07:00:00:00,2013-12-07:20:10:20,2013-12-07:00:00:00,FEMALE,39.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,IT
8k5ldlugny,2013-12-07:00:00:00,2013-12-07:20:30:02,2013-12-09:00:00:00,MALE,23.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
o9rdzz8udk,2013-12-07:00:00:00,2013-12-07:20:32:52,2013-12-19:00:00:00,MALE,38.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
mf2x5lyxhm,2013-12-07:00:00:00,2013-12-07:22:44:13,2013-12-07:00:00:00,MALE,56.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other
0g7aiujp0q,2013-12-07:00:00:00,2013-12-07:23:33:04,2013-12-08:00:00:00,MALE,32.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
vesomsn7sl,2013-12-08:00:00:00,2013-12-08:00:10:48,2013-12-08:00:00:00,MALE,32.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
qkcdsewh3n,2013-12-08:00:00:00,2013-12-08:00:18:50,2014-01-12:00:00:00,FEMALE,31.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,other
c8d9m2rbnr,2013-12-08:00:00:00,2013-12-08:00:51:38,2013-12-10:00:00:00,MALE,32.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
38luub8x4u,2013-12-08:00:00:00,2013-12-08:01:07:59,2013-12-11:00:00:00,MALE,32.0,basic,0,de,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
2u3f5o6rxt,2013-12-08:00:00:00,2013-12-08:01:54:25,2013-12-12:00:00:00,MALE,35.0,basic,25,en,direct,direct,omg,iOS,iPad,Mobile Safari,US
6m4o08s0je,2013-12-08:00:00:00,2013-12-08:02:06:07,2013-12-08:00:00:00,FEMALE,33.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,FR
f9teteo2fn,2013-12-08:00:00:00,2013-12-08:04:21:40,2013-12-08:00:00:00,FEMALE,28.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,US
gx5ql9tsj9,2013-12-08:00:00:00,2013-12-08:06:07:13,2013-12-23:00:00:00,MALE,28.0,basic,25,en,direct,direct,omg,iOS,iPad,Mobile Safari,US
zmdg3hqd5o,2013-12-08:00:00:00,2013-12-08:07:21:29,2013-12-08:00:00:00,MALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,IT
aqz8tamdkl,2013-12-08:00:00:00,2013-12-08:07:52:08,2013-12-24:00:00:00,MALE,26.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
0nf4an0a00,2013-12-08:00:00:00,2013-12-08:08:39:43,2013-12-08:00:00:00,MALE,32.0,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,US
rqz9br4rwx,2013-12-08:00:00:00,2013-12-08:09:22:24,2013-12-08:00:00:00,MALE,27.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,other
0q27j8uuex,2013-12-08:00:00:00,2013-12-08:09:51:32,2014-01-15:00:00:00,MALE,31.0,facebook,12,zh,api,other,linked,iOS,Mac Desktop,Firefox,US
uznw5ne8o0,2013-12-08:00:00:00,2013-12-08:16:23:09,2013-12-08:00:00:00,FEMALE,30.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
ktjwvi3jsi,2013-12-08:00:00:00,2013-12-08:16:55:54,2013-12-31:00:00:00,MALE,25.0,facebook,0,fr,sem-brand,google,omg,Web,Windows Desktop,Firefox,GB
lt1iyxbp58,2013-12-08:00:00:00,2013-12-08:18:32:13,2014-01-09:00:00:00,MALE,66.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US
dc8dqi4md0,2013-12-08:00:00:00,2013-12-08:18:51:29,2013-12-10:00:00:00,MALE,28.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
ogxk9uwluk,2013-12-08:00:00:00,2013-12-08:20:58:59,2013-12-08:00:00:00,MALE,24.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
mwkbup6h6w,2013-12-08:00:00:00,2013-12-08:21:20:50,2013-12-17:00:00:00,MALE,72.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
jffytbb6of,2013-12-08:00:00:00,2013-12-08:21:53:00,2013-12-09:00:00:00,MALE,36.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
g1wbgww9g5,2013-12-08:00:00:00,2013-12-08:23:14:53,2013-12-09:00:00:00,FEMALE,71.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,US
hlnmgql5kl,2013-12-08:00:00:00,2013-12-08:23:23:06,2013-12-13:00:00:00,MALE,54.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US
f8m29zh2qt,2013-12-08:00:00:00,2013-12-08:23:24:49,2014-03-29:00:00:00,FEMALE,46.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
ess6gvclfv,2013-12-08:00:00:00,2013-12-08:23:36:43,2013-12-09:00:00:00,FEMALE,29.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other
k8pm5872dv,2013-12-09:00:00:00,2013-12-09:00:40:08,2013-12-11:00:00:00,MALE,78.0,facebook,0,en,sem-non-brand,google,tracked-other,Web,iPad,Mobile Safari,US
ynkh92fzkm,2013-12-09:00:00:00,2013-12-09:00:43:15,2013-12-11:00:00:00,FEMALE,41.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Firefox,US
yvkdijobaq,2013-12-09:00:00:00,2013-12-09:01:04:43,2013-12-10:00:00:00,MALE,26.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
odhzdaua8g,2013-12-09:00:00:00,2013-12-09:01:10:20,2013-12-09:00:00:00,MALE,46.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
jcgmf7uu40,2013-12-09:00:00:00,2013-12-09:02:17:52,2014-04-01:00:00:00,MALE,32.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
0dfuvd6eyu,2013-12-09:00:00:00,2013-12-09:02:58:38,2013-12-13:00:00:00,MALE,39.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
il82tn78r5,2013-12-09:00:00:00,2013-12-09:03:01:54,2013-12-09:00:00:00,MALE,55.0,basic,0,en,direct,direct,product,Web,Mac Desktop,Safari,US
imow5o9m50,2013-12-09:00:00:00,2013-12-09:03:49:22,2013-12-09:00:00:00,FEMALE,44.0,basic,0,en,seo,google,linked,Web,Windows Desktop,IE,other
gg70h6h3zv,2013-12-09:00:00:00,2013-12-09:03:55:24,2013-12-20:00:00:00,MALE,32.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
gi7trdx1q5,2013-12-09:00:00:00,2013-12-09:04:13:35,2014-01-10:00:00:00,FEMALE,29.0,basic,0,en,sem-non-brand,naver,omg,Web,Windows Desktop,Chrome,US
mowtmyzuew,2013-12-09:00:00:00,2013-12-09:05:20:42,2013-12-09:00:00:00,MALE,47.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
yb56rgbjkq,2013-12-09:00:00:00,2013-12-09:05:45:05,2013-12-17:00:00:00,MALE,32.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,FR
nh9y3k2yfo,2013-12-09:00:00:00,2013-12-09:06:48:31,2014-04-07:00:00:00,MALE,26.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,other
uufx6nde6u,2013-12-09:00:00:00,2013-12-09:07:08:28,2013-12-09:00:00:00,FEMALE,36.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
mz4920193n,2013-12-09:00:00:00,2013-12-09:07:41:38,2014-02-11:00:00:00,MALE,63.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
ulea9h35kt,2013-12-09:00:00:00,2013-12-09:07:56:05,2013-12-19:00:00:00,FEMALE,28.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
ahc25folpy,2013-12-09:00:00:00,2013-12-09:08:37:50,2014-01-02:00:00:00,MALE,23.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,IT
msqyqksep7,2013-12-09:00:00:00,2013-12-09:08:39:27,2013-12-18:00:00:00,FEMALE,26.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
gzz00gdcm4,2013-12-09:00:00:00,2013-12-09:09:46:29,2014-03-10:00:00:00,FEMALE,24.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Safari,FR
kbvrkzni9g,2013-12-09:00:00:00,2013-12-09:13:31:36,2014-05-13:00:00:00,MALE,42.0,facebook,0,zh,direct,direct,linked,Web,Mac Desktop,Safari,US
8pyi0z247p,2013-12-09:00:00:00,2013-12-09:16:03:58,2014-05-28:00:00:00,MALE,29.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US
aiin2rj5y0,2013-12-09:00:00:00,2013-12-09:17:26:09,2013-12-20:00:00:00,FEMALE,53.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Safari,US
ki4j7aln24,2013-12-09:00:00:00,2013-12-09:18:59:17,2013-12-12:00:00:00,MALE,23.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
4zr3pgzssi,2013-12-09:00:00:00,2013-12-09:19:59:13,2013-12-17:00:00:00,FEMALE,40.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
wcv664vsdd,2013-12-09:00:00:00,2013-12-09:19:59:19,2013-12-09:00:00:00,MALE,27.0,facebook,0,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,US
j0nksz6pyc,2013-12-09:00:00:00,2013-12-09:20:32:09,2014-01-17:00:00:00,MALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
pk0bs0vaci,2013-12-09:00:00:00,2013-12-09:21:14:34,2014-03-11:00:00:00,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
x077j9lj8u,2013-12-09:00:00:00,2013-12-09:21:48:25,2013-12-09:00:00:00,MALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
o9ie9fe6ix,2013-12-09:00:00:00,2013-12-09:21:53:08,2013-12-13:00:00:00,MALE,28.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
2vwr5uclri,2013-12-09:00:00:00,2013-12-09:22:27:32,2013-12-16:00:00:00,FEMALE,53.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Firefox,GB
ki0dxcyii0,2013-12-09:00:00:00,2013-12-09:23:07:59,2014-02-27:00:00:00,MALE,34.0,basic,0,es,seo,google,linked,Web,Mac Desktop,Chrome,US
frgghraur6,2013-12-09:00:00:00,2013-12-09:23:25:04,2013-12-12:00:00:00,FEMALE,30.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,other
1b8slc87v5,2013-12-10:00:00:00,2013-12-10:00:57:20,2013-12-10:00:00:00,FEMALE,41.0,facebook,0,en,sem-non-brand,google,linked,Web,Windows Desktop,Firefox,other
y23dvxgjdf,2013-12-10:00:00:00,2013-12-10:01:00:55,2014-02-25:00:00:00,MALE,28.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
xslel5qwbk,2013-12-10:00:00:00,2013-12-10:01:05:40,2013-12-10:00:00:00,MALE,38.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
zkp2s2pcrl,2013-12-10:00:00:00,2013-12-10:02:16:09,2013-12-14:00:00:00,FEMALE,29.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
fsc1f2noj1,2013-12-10:00:00:00,2013-12-10:02:39:44,2013-12-12:00:00:00,MALE,50.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,DE
refqkgqhnd,2013-12-10:00:00:00,2013-12-10:03:03:32,2013-12-10:00:00:00,MALE,45.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,CA
vebu7l9sk8,2013-12-10:00:00:00,2013-12-10:04:02:24,2014-05-17:00:00:00,FEMALE,49.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,ES
k45yj66tki,2013-12-10:00:00:00,2013-12-10:04:31:50,2013-12-10:00:00:00,MALE,41.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
4g05ekkh0i,2013-12-10:00:00:00,2013-12-10:05:04:02,2013-12-10:00:00:00,FEMALE,22.0,facebook,0,en,seo,facebook,linked,Web,Mac Desktop,Chrome,IT
xu37b904wd,2013-12-10:00:00:00,2013-12-10:05:21:06,2013-12-13:00:00:00,MALE,27.0,facebook,0,en,sem-non-brand,google,tracked-other,Web,Windows Desktop,Chrome,US
1ucnfnjoic,2013-12-10:00:00:00,2013-12-10:05:27:50,2013-12-11:00:00:00,FEMALE,65.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
xhtopcpuz4,2013-12-10:00:00:00,2013-12-10:05:29:59,2013-12-29:00:00:00,MALE,46.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
x3fum5dih0,2013-12-10:00:00:00,2013-12-10:06:08:18,2013-12-18:00:00:00,FEMALE,50.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Safari,FR
x4kcafsnc6,2013-12-10:00:00:00,2013-12-10:06:08:20,2014-05-15:00:00:00,MALE,58.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
do2nonofhg,2013-12-10:00:00:00,2013-12-10:06:42:32,2014-03-01:00:00:00,FEMALE,33.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,FR
tlf05d2zl7,2013-12-10:00:00:00,2013-12-10:06:49:57,2013-12-11:00:00:00,FEMALE,63.0,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US
1lbzfbwqdk,2013-12-10:00:00:00,2013-12-10:06:50:52,2013-12-11:00:00:00,MALE,31.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
8ivyb2ykz6,2013-12-10:00:00:00,2013-12-10:06:58:14,2014-03-13:00:00:00,MALE,42.0,facebook,0,en,seo,facebook,linked,Web,Windows Desktop,Chrome,US
4zkssl0pzn,2013-12-10:00:00:00,2013-12-10:07:04:16,2014-01-03:00:00:00,FEMALE,31.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,AU
5yp9lwagp3,2013-12-10:00:00:00,2013-12-10:08:21:26,2013-12-10:00:00:00,MALE,39.0,facebook,0,en,other,padmapper,tracked-other,Web,Mac Desktop,Chrome,US
29lo9170no,2013-12-10:00:00:00,2013-12-10:08:25:00,2014-05-22:00:00:00,FEMALE,32.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
w1ktsmhq1s,2013-12-10:00:00:00,2013-12-10:16:51:11,2013-12-30:00:00:00,FEMALE,31.0,facebook,12,en,api,other,tracked-other,Moweb,iPhone,Mobile Safari,AU
bkqd9csdy0,2013-12-10:00:00:00,2013-12-10:17:27:38,2014-01-31:00:00:00,MALE,40.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
t0vd8htip9,2013-12-10:00:00:00,2013-12-10:17:28:26,2014-02-11:00:00:00,MALE,46.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,US
4bcqxd7ql5,2013-12-10:00:00:00,2013-12-10:19:00:00,2014-05-27:00:00:00,FEMALE,32.0,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,FR
n0lv640uyc,2013-12-10:00:00:00,2013-12-10:19:17:26,2013-12-10:00:00:00,MALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
3ilax5u8fb,2013-12-10:00:00:00,2013-12-10:19:34:12,2013-12-23:00:00:00,MALE,35.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
y7pac0387m,2013-12-10:00:00:00,2013-12-10:20:38:03,2013-12-12:00:00:00,FEMALE,36.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
913ivhh4t7,2013-12-10:00:00:00,2013-12-10:21:21:54,2013-12-10:00:00:00,MALE,32.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
0702daejw0,2013-12-10:00:00:00,2013-12-10:21:23:45,2013-12-22:00:00:00,FEMALE,32.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
c063q94vhx,2013-12-10:00:00:00,2013-12-10:22:19:51,2013-12-12:00:00:00,MALE,49.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
cerqx6s96a,2013-12-10:00:00:00,2013-12-10:23:07:04,2013-12-11:00:00:00,MALE,28.0,facebook,12,en,api,other,linked,Moweb,Windows Desktop,Firefox,US
5nxe0xxqpy,2013-12-10:00:00:00,2013-12-10:23:50:11,2013-12-17:00:00:00,MALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
a6hfbpgp2h,2013-12-11:00:00:00,2013-12-11:00:38:03,2013-12-11:00:00:00,FEMALE,39.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
zqlhpnfxiw,2013-12-11:00:00:00,2013-12-11:00:53:10,2014-06-28:00:00:00,FEMALE,29.0,facebook,12,en,api,other,linked,iOS,Mac Desktop,Safari,US
xxhs1f4873,2013-12-11:00:00:00,2013-12-11:01:11:17,2013-12-17:00:00:00,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
yjuul3r2rx,2013-12-11:00:00:00,2013-12-11:01:54:30,2013-12-11:00:00:00,MALE,36.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
oo55ttpmqf,2013-12-11:00:00:00,2013-12-11:01:55:43,2013-12-12:00:00:00,MALE,54.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,FR
a4vmmxknr6,2013-12-11:00:00:00,2013-12-11:02:04:25,2013-12-11:00:00:00,MALE,42.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
u5awl2fcjz,2013-12-11:00:00:00,2013-12-11:02:39:53,2014-01-04:00:00:00,MALE,39.0,basic,25,en,direct,direct,linked,iOS,Windows Desktop,Chrome,US
lro66smkdd,2013-12-11:00:00:00,2013-12-11:03:27:52,2013-12-12:00:00:00,MALE,26.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
vhpmadv32p,2013-12-11:00:00:00,2013-12-11:03:31:07,2014-05-08:00:00:00,FEMALE,33.0,facebook,12,en,api,other,tracked-other,iOS,Windows Desktop,Chrome,US
n0y5d3nuxu,2013-12-11:00:00:00,2013-12-11:03:34:41,2013-12-12:00:00:00,MALE,28.0,basic,0,en,direct,direct,product,Web,Mac Desktop,Firefox,other
svfhuu3q1v,2013-12-11:00:00:00,2013-12-11:04:27:38,2013-12-11:00:00:00,FEMALE,29.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
9xutlj1mxv,2014-01-17:00:00:00,2013-12-11:05:31:45,2014-01-18:00:00:00,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
q3pxowokdj,2013-12-11:00:00:00,2013-12-11:06:06:12,2013-12-11:00:00:00,MALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,FR
bspuevtnkh,2013-12-11:00:00:00,2013-12-11:06:48:03,2014-03-01:00:00:00,MALE,57.0,facebook,12,en,api,other,linked,iOS,Mac Desktop,Safari,US
trx1vwc7va,2013-12-11:00:00:00,2013-12-11:07:36:35,2013-12-12:00:00:00,MALE,45.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
8rzx5ymyu1,2013-12-11:00:00:00,2013-12-11:15:10:20,2013-12-21:00:00:00,FEMALE,30.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,other
ax0kit6dvk,2013-12-11:00:00:00,2013-12-11:16:22:53,2013-12-12:00:00:00,MALE,55.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
ow4y3ptqbr,2013-12-11:00:00:00,2013-12-11:16:27:41,2013-12-14:00:00:00,MALE,56.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,IT
gq0rf2gidg,2013-12-11:00:00:00,2013-12-11:16:53:27,2013-12-19:00:00:00,MALE,23.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other
snp7zcfn2g,2013-12-11:00:00:00,2013-12-11:16:59:58,2014-04-28:00:00:00,MALE,40.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
m1rk59fuh0,2013-12-11:00:00:00,2013-12-11:17:02:53,2013-12-23:00:00:00,FEMALE,21.0,facebook,12,en,api,other,omg,iOS,Desktop (Other),Chrome,US
hr1thriz7m,2013-12-11:00:00:00,2013-12-11:17:33:32,2013-12-22:00:00:00,FEMALE,28.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,other
t45lpdpiqb,2013-12-11:00:00:00,2013-12-11:18:47:26,2013-12-11:00:00:00,MALE,32.0,facebook,0,en,seo,facebook,linked,Web,Windows Desktop,Chrome,US
aimaecneux,2013-12-11:00:00:00,2013-12-11:19:28:32,2014-05-01:00:00:00,FEMALE,31.0,facebook,0,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,US
y20r7vpbnj,2013-12-11:00:00:00,2013-12-11:19:44:27,2014-01-21:00:00:00,FEMALE,24.0,basic,25,en,direct,direct,omg,iOS,Mac Desktop,Safari,US
9nga7bsitd,2013-12-11:00:00:00,2013-12-11:19:55:06,2014-01-04:00:00:00,MALE,33.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
tkbi2l74x4,2013-12-11:00:00:00,2013-12-11:21:00:07,2013-12-11:00:00:00,MALE,44.0,facebook,0,en,seo,facebook,linked,Web,Mac Desktop,Firefox,US
3v4v3c5wpd,2013-12-11:00:00:00,2013-12-11:21:30:59,2013-12-12:00:00:00,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
9q0k48wauf,2013-12-11:00:00:00,2013-12-11:21:41:48,2013-12-27:00:00:00,MALE,51.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
sj7um4r704,2013-12-11:00:00:00,2013-12-11:21:51:15,2013-12-11:00:00:00,FEMALE,32.0,facebook,0,en,other,padmapper,linked,Web,Mac Desktop,Chrome,US
wnpkf8kqmf,2013-12-11:00:00:00,2013-12-11:22:01:47,2013-12-11:00:00:00,FEMALE,46.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
3wgih0s8pw,2013-12-11:00:00:00,2013-12-11:23:25:15,2013-12-15:00:00:00,MALE,25.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
b29t0fh78i,2013-12-12:00:00:00,2013-12-12:00:59:20,2013-12-13:00:00:00,MALE,26.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
toxmbvycam,2013-12-12:00:00:00,2013-12-12:02:04:44,2013-12-13:00:00:00,MALE,57.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,other
dpoe9m2qhk,2013-12-12:00:00:00,2013-12-12:02:09:37,2013-12-14:00:00:00,FEMALE,31.0,facebook,0,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,US
kpgo8o2glf,2013-12-12:00:00:00,2013-12-12:02:25:07,2013-12-12:00:00:00,FEMALE,28.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
jumxhe583m,2013-12-12:00:00:00,2013-12-12:03:42:56,2014-06-02:00:00:00,FEMALE,30.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
wvdo0jpmd4,2013-12-12:00:00:00,2013-12-12:03:44:46,2013-12-12:00:00:00,MALE,26.0,facebook,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,US
zw9ahgcaqn,2013-12-12:00:00:00,2013-12-12:04:44:12,2014-03-09:00:00:00,FEMALE,33.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
y963cjmrb5,2013-12-12:00:00:00,2013-12-12:05:33:53,2014-04-07:00:00:00,FEMALE,24.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,other
lh54tfhzp6,2013-12-12:00:00:00,2013-12-12:06:03:32,2013-12-12:00:00:00,MALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
2ind6rfssw,2013-12-12:00:00:00,2013-12-12:06:24:49,2014-03-09:00:00:00,MALE,41.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
ubskmagxxy,2013-12-12:00:00:00,2013-12-12:06:28:02,2014-05-19:00:00:00,FEMALE,20.0,facebook,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US
8dfh3l9mmz,2013-12-12:00:00:00,2013-12-12:06:29:32,2013-12-15:00:00:00,MALE,32.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
9w3qwyv1wb,2013-12-12:00:00:00,2013-12-12:06:37:03,2014-03-21:00:00:00,MALE,33.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
xw3okkjks3,2013-12-12:00:00:00,2013-12-12:06:44:31,2013-12-19:00:00:00,MALE,45.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,other
uxt5dov5fx,2013-12-12:00:00:00,2013-12-12:09:27:32,2013-12-14:00:00:00,FEMALE,30.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
gkeydyx1ir,2013-12-12:00:00:00,2013-12-12:09:58:10,2013-12-12:00:00:00,MALE,28.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,other
knjtjpnc2q,2013-12-12:00:00:00,2013-12-12:12:39:12,2014-04-10:00:00:00,MALE,50.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
g33kdx91uw,2013-12-12:00:00:00,2013-12-12:15:42:40,2013-12-12:00:00:00,FEMALE,43.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
6lvnm4fia3,2013-12-12:00:00:00,2013-12-12:16:43:02,2013-12-12:00:00:00,FEMALE,34.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US
jh5pdrmgmq,2013-12-12:00:00:00,2013-12-12:18:05:47,2014-02-24:00:00:00,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
n1r442ll24,2013-12-12:00:00:00,2013-12-12:18:23:44,2014-03-09:00:00:00,FEMALE,23.0,facebook,0,en,direct,direct,tracked-other,Web,iPhone,Mobile Safari,US
hzuu711fso,2013-12-12:00:00:00,2013-12-12:19:27:54,2013-12-12:00:00:00,MALE,36.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,other
u98qoev844,2013-12-12:00:00:00,2013-12-12:21:11:22,2013-12-30:00:00:00,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,GB
4f3xbepqx8,2013-12-12:00:00:00,2013-12-12:21:15:09,2013-12-15:00:00:00,MALE,30.0,basic,0,en,seo,yahoo,linked,Web,Windows Desktop,Chrome,US
